code,vendor_type,alias
IND000010000,standard_air,瓦多达拉
JPN000061000,standard_air,钏路
USAAP0052000,standard_air,克拉克斯堡
MEX000004000,standard_air,比亚埃尔莫萨
KOR048MOK000,standard_air,木浦
USAAP0053000,standard_air,维斯特切斯特郡
USAAP0054000,standard_air,瓦娜卡湖
NZL000005000,standard_air,尼尔森
USAAP0055000,standard_air,夏洛茨维尔
JPN000062000,standard_air,宇部
USAAP0056000,standard_air,普拉茨堡
USAAP0057000,standard_air,阿普尔顿
SVK000BTS000,standard_air,布拉迪斯拉发
JPN000043000,standard_air,熊本
USA0ILPLA000,standard_air,皮奥里亚
KOR000003000,standard_air,务安
BMU000000000,standard_air,百慕大
POL000BZG000,standard_air,比得哥什
KOR000004000,standard_air,丽水(KR)
NZL000GMN000,standard_air,格雷茅斯
USAAP0058000,standard_air,博兹曼
USAAP0059000,standard_air,贝克斯菲尔德
USA0COVAC000,standard_air,韦尔
PHL000003000,standard_air,卡提克兰
PHL000004000,standard_air,爱妮岛
SWE00000H000,standard_air,卡尔马
AUS000007000,standard_air,奥尔伯里
AUS000008000,standard_air,卡路达拉
AUS000009000,standard_air,费里曼特尔
AUS0SAPUG000,standard_air,奥古斯塔港
AUS000010000,standard_air,斯塔翰
AUS000011000,standard_air,玛格利特河
MEX000LAP000,standard_air,拉巴斯
TUR000008000,standard_air,_DEL_圣何塞
FJI000002000,standard_air,马洛洛莱莱
FRA000026000,standard_air,科尔玛
IRN000001000,standard_air,伊斯法罕
ITA000006000,standard_air,佩斯卡拉
LCA000000000,standard_air,圣卢西亚
LVA000RGA000,standard_air,里加
MMR000001000,standard_air,曼德勒
ARG000UAQ000,standard_air,圣胡安
PRT000003000,standard_air,波尔蒂芒
ROU0000SU000,standard_air,苏恰瓦
ZAF000PLZ000,standard_air,伊丽莎白港
KOR045CHU000,standard_air,忠州
CAN000LOD000,standard_air,伦敦
ITA000007000,standard_air,奥尔比亚
KGZ00000O000,standard_air,奥什
NZL000006000,standard_air,新普利茅茨
SWE000004000,standard_air,恩舍尔兹维克
USAAP0060000,standard_air,门罗
USA0COASE000,standard_air,阿斯彭
USAAP0061000,standard_air,卡拉马祖
IND000CJB000,standard_air,哥印拜陀
TJK000DYU000,standard_air,杜尚别
CAN000WDR000,standard_air,温莎
USA0MILAN000,standard_air,兰辛
IND000011000,standard_air,伽耶
RUS000004000,standard_air,阿德列尔
USA0NMDRO000,standard_air,杜兰戈
AUS000012000,standard_air,阿米代尔
USA0FLMLB000,standard_air,墨尔本
USA0PALOZ000,standard_air,伦敦
USA0OHTOL000,standard_air,托莱多
BLZ0000TO000,standard_air,托莱多
CAN000009000,standard_air,金斯顿
ESP000ODB000,standard_air,科尔多瓦
CYP000008000,standard_air,尼克西亚
IRQ000001000,standard_air,埃尔比勒
AFG000KDH000,standard_air,坎大哈
IRN000002000,standard_air,马什哈德
RUS000CHE000,standard_air,车里雅宾斯克
KAZ000001000,standard_air,乌拉尔斯克
RUS000005000,standard_air,叶卡捷琳堡
CMR000001000,standard_air,雅温得
ZAF000ELS000,standard_air,东伦敦
TZA0000ZN000,standard_air,桑给巴尔
RUS000006000,standard_air,克拉斯诺雅尔斯克
RUS000007000,standard_air,米拉尔耶沃德
RUS000TYU000,standard_air,秋明
RUS000ABA000,standard_air,阿巴坎
RUS000008000,standard_air,勘察加
RUS000009000,standard_air,亚库茨克
RUS000VOG000,standard_air,伏尔加格勒
RUS000AST000,standard_air,阿斯特拉罕
RUS000010000,standard_air,下瓦尔托夫斯克
RUS000011000,standard_air,巴瑙尔
RUS000KEM000,standard_air,克麦罗沃
USAAP0062000,standard_air,多森
USA0AKFAI000,standard_air,费尔班克斯
USAAP0063000,standard_air,奇科
CAN000010000,standard_air,蒙克顿
USAAP0064000,standard_air,代托纳比奇
USA0WIAUW000,standard_air,沃索
CAN000011000,standard_air,纳奈莫
USAAP0065000,standard_air,滑铁卢
ZAF000001000,standard_air,乔治城
JPN000041000,standard_air,佐贺
SWE000005000,standard_air,隆内比
USAAP0066000,standard_air,艾丽斯维尔
NAM000001000,standard_air,埃埃斯
USAAP0067000,standard_air,大西洋城
SAU000001000,standard_air,约夫
TUR000AGR000,standard_air,阿勒
IRN000003000,standard_air,阿拉克
IND000AJL000,standard_air,艾藻尔
SWE000006000,standard_air,阿尔维斯克尔
MEX000005000,standard_air,阿布雷奥约斯
BRA000006000,standard_air,阿拉卡茄
NER000AJY000,standard_air,阿加德兹
USAAP0068000,standard_air,阿特卡
IND000012000,standard_air,阿科拉
GAB000001000,standard_air,阿基安尼
LBY000003000,standard_air,库弗拉
PNG000001000,standard_air,安古干纳克
SAU000002000,standard_air,海尔季绿洲
USAAP0069000,standard_air,阿基亚克
JPN000063000,standard_air,旭川
USAAP0070000,standard_air,阿克希奥克
USAAP0071000,standard_air,金萨蒙
USAAP0072000,standard_air,阿克伦
USAAP0073000,standard_air,阿纳克图沃克
IDN000013000,standard_air,阿斯特拉赛特拉
NGA000003000,standard_air,阿库雷
CYP000009000,standard_air,阿克罗蒂里
CAN000012000,standard_air,阿库里维克
IRN000004000,standard_air,阿加贾里
MMR000002000,standard_air,实兑
USAAP0074000,standard_air,阿尔派恩
NOR000026000,standard_air,阿尔塔
AUS0WAALH000,standard_air,奥尔巴尼
USAAP0075000,standard_air,艾丽斯
ZAF000002000,standard_air,亚历山大湾
ETH000002000,standard_air,阿赛拉
ITA000008000,standard_air,阿尔班加
USAAP0076000,standard_air,阿拉莫戈多
USA0ILALN000,standard_air,奥尔顿
SYR0000HL000,standard_air,阿勒颇
BRA000007000,standard_air,阿莱格雷蒂
NZL000007000,standard_air,亚历山德拉
USAAP0077000,standard_air,阿拉莫萨
BRA000008000,standard_air,阿伦克尔
SOM000001000,standard_air,阿卢拉
USAAP0078000,standard_air,瓦拉瓦
USAAP0079000,standard_air,亚历山大城
USAAP0080000,standard_air,阿利塔克
USAAP0081000,standard_air,阿马里洛
MDG000001000,standard_air,安比卢贝
GUM000001000,standard_air,安提曼
MOZ000001000,standard_air,上莫洛奎
PNG000002000,standard_air,阿马
PNG000003000,standard_air,安博因
ETH000003000,standard_air,阿尔巴明契
BRA000009000,standard_air,阿尔梅纳拉
USAAP0082000,standard_air,阿勒马
MDG000002000,standard_air,安帕尼希
IDN000014000,standard_air,安汶
AUS000013000,standard_air,阿马塔
PNG000004000,standard_air,阿马纳布
RUS000012000,standard_air,阿德马
USAAP0083000,standard_air,埃姆斯
AUS000014000,standard_air,阿马鲁
MDG000003000,standard_air,安巴图迈茵蒂
NZL000008000,standard_air,阿德莫尔
USAAP0084000,standard_air,阿纳希姆
USAAP0085000,standard_air,安妮斯顿
USAAP0086000,standard_air,安德森
FRA000027000,standard_air,昂古莱姆
USAAP0087000,standard_air,阿尼亚克
MDG000004000,standard_air,昂塔拉哈
USAAP0088000,standard_air,安纳波利斯
PER000001000,standard_air,安达韦拉斯
USAAP0089000,standard_air,安维克
USAAP0090000,standard_air,安斯沃思
NOR000027000,standard_air,安德内斯
USAAP0091000,standard_air,安东尼
AUS000015000,standard_air,安格斯镇
PNG000005000,standard_air,阿洛阿
PNG000006000,standard_air,安嫩堡
DEU000010000,standard_air,魏玛老堡
JPN000002000,standard_air,青森
GRC000003000,standard_air,卡尔帕索斯
PNG000007000,standard_air,阿罗纳
USAAP0092000,standard_air,阿尔托纳
USAAP0093000,standard_air,阿姆克
ITA000AOT000,standard_air,奥斯塔
LAO0000AT000,standard_air,阿速坡
USAAP0094000,standard_air,鲍灵格林
COL000004000,standard_air,阿皮埃
PYF000001000,standard_air,阿帕塔基
MOZ000002000,standard_air,楠普拉
USAAP0095000,standard_air,阿尔皮纳
COL000005000,standard_air,阿帕尔坦多
PNG000008000,standard_air,阿沙帕
BRA000010000,standard_air,阿拉皮拉卡
BRA000011000,standard_air,阿纳波利斯
BRA000012000,standard_air,阿普卡拉
USAAP0096000,standard_air,阿普尔瓦利
BRA000013000,standard_air,上巴伊纳巴
BRA000014000,standard_air,阿拉拉夸拉
SAU000003000,standard_air,凯苏马
JOR0000AQ000,standard_air,亚喀巴
BRA000015000,standard_air,阿里米克斯
USAAP0097000,standard_air,阿里耶斯卡
USAAP0098000,standard_air,安阿伯
USAAP0099000,standard_air,北极村
IDN000015000,standard_air,阿洛岛
COL000006000,standard_air,阿卡里瓜拉
RUS000ARK000,standard_air,阿尔汉格尔斯克
CHL000001000,standard_air,阿里卡
IDN000016000,standard_air,阿尔索
TZA0000AR000,standard_air,阿鲁沙
COL000007000,standard_air,阿尔伯勒塔斯
PNG000009000,standard_air,阿拉吉普
COL000008000,standard_air,阿劳奎塔
BRA000016000,standard_air,阿拉加尔萨斯
USAAP0100000,standard_air,沃特敦
BRA000017000,standard_air,阿拉萨图巴
USAAP0101000,standard_air,米诺阔
ROU0000AR000,standard_air,阿拉德
USAAP0102000,standard_air,阿斯伯里帕克
AUS000016000,standard_air,亚拉腊
ETH000004000,standard_air,阿萨布
BOL000001000,standard_air,阿森松
BHS000002000,standard_air,安德罗斯城
NZL000009000,standard_air,阿什伯顿
JPN000064000,standard_air,奄美大岛
ETH000005000,standard_air,阿索萨
USAAP0103000,standard_air,阿斯托里亚
KEN000001000,standard_air,安博塞利
USAAP0104000,standard_air,阿什兰
USAAP0105000,standard_air,阿什利
PNG000010000,standard_air,阿西利姆
BHS000003000,standard_air,阿瑟镇
SLB000001000,standard_air,艾图斐
USAAP0106000,standard_air,安特勒斯
ECU000002000,standard_air,安巴托
PAK000001000,standard_air,阿塔克
URY0000AR000,standard_air,阿蒂加斯
MDG000005000,standard_air,安齐拉贝
USAAP0107000,standard_air,阿特卡什克
BRA000018000,standard_air,阿尔塔米拉
PNG000011000,standard_air,纳马塔奈
USAAP0108000,standard_air,阿森斯
PNG000012000,standard_air,艾塔比
IND000013000,standard_air,阿姆利则
MRT000001000,standard_air,阿塔尔
USAAP0109000,standard_air,阿蒂西亚
USAAP0110000,standard_air,亚特毛特卢阿克
USAAP0111000,standard_air,阿图岛
TCD000001000,standard_air,阿提
KAZ000002000,standard_air,阿特巴萨尔
EGY000004000,standard_air,阿西乌特
COL000ARA000,standard_air,阿劳卡
AUS000017000,standard_air,奥古斯塔斯当斯
EGY000005000,standard_air,阿布鲁代斯
FRA000028000,standard_air,欧塞尔
PNG000013000,standard_air,阿乌阿岛
PNG000014000,standard_air,安布恩提
USAAP0112000,standard_air,阿拉克纳克
MHL000001000,standard_air,奥尔岛
USAAP0113000,standard_air,奥本
PNG000015000,standard_air,阿格瓦
PYF000002000,standard_air,阿图奥纳
FRA000029000,standard_air,欧里亚克
IDN000017000,standard_air,阿陶罗
AUS000018000,standard_air,奥鲁昆
PNG000016000,standard_air,奥默
BRA000019000,standard_air,阿拉瓜依纳
VUT000001000,standard_air,阿内蒂乌姆（岛）
USA0COAUX000,standard_air,奥罗拉
ITA000009000,standard_air,阿维亚诺
AUS000019000,standard_air,奥文
CUB000008000,standard_air,谢戈德阿维拉
USAAP0114000,standard_air,阿什维尔
USAAP0115000,standard_air,埃文帕克
USAAP0116000,standard_air,威尔克斯 巴里
SLB000002000,standard_air,阿武阿武
ETH000006000,standard_air,阿瓦萨
PNG000017000,standard_air,阿瓦巴
VUT000002000,standard_air,阿瓦尼
GAB000002000,standard_air,阿洛维
ETH000007000,standard_air,阿瓦雷
AUS000020000,standard_air,奥尔顿当斯
AUS000021000,standard_air,奥斯特勒尔当斯
PNG000018000,standard_air,阿瓦
IRN000005000,standard_air,阿瓦兹
USAAP0117000,standard_air,亚历山德里亚贝
AUS000022000,standard_air,阿拉马克
GRC000004000,standard_air,亚历山德鲁波利斯
USAAP0118000,standard_air,阿尔戈纳
ITA000ALE000,standard_air,亚历山德里亚
COL000009000,standard_air,阿尔梅尼亚
USA0VAAXN000,standard_air,亚历山德里亚
BHS000004000,standard_air,斯普林波因特
PYF000003000,standard_air,阿鲁图亚
ETH000008000,standard_air,阿克苏姆
USAAP0119000,standard_air,安吉尔法厄
COL000010000,standard_air,阿亚佩尔
PER0000AY000,standard_air,阿亚库乔
AUS000023000,standard_air,奥尔罗伊当斯
KAZ000003000,standard_air,阿尔卡雷克
AUS000024000,standard_air,安东尼拉贡
PRY000001000,standard_air,阿约拉斯
AUS000025000,standard_air,艾尔斯岩
AUS000026000,standard_air,艾尔
PNG000019000,standard_air,埃尤拉
IDN000018000,standard_air,阿亚瓦西
USAAP0120000,standard_air,阿米蒂维尔
PNG000020000,standard_air,亚马逊湾
IRN000006000,standard_air,亚兹德
MEX000006000,standard_air,阿帕钦甘
UZB0000AN000,standard_air,安集延
DZA000ADR000,standard_air,阿德拉尔
AGO000001000,standard_air,安布里什
PNG000021000,standard_air,比亚拉
FRA000030000,standard_air,巴西洛内特
PHL000005000,standard_air,碧瑶
PNG000022000,standard_air,巴利
TUR000009000,standard_air,白特曼
USAAP0121000,standard_air,巴特尔芒廷
COD000004000,standard_air,巴松戈
PNG000023000,standard_air,白巴拉
COL000011000,standard_air,巴兰基亚
SLB000003000,standard_air,巴拉莱
BRA000020000,standard_air,巴雷图斯
BRA000021000,standard_air,包鲁
GAB000003000,standard_air,比亚文克
ROU0000BM000,standard_air,巴亚马雷
BRA000022000,standard_air,巴贝罗斯
CHL000002000,standard_air,巴尔马塞达
USAAP0122000,standard_air,本森
USA0MIBCY000,standard_air,贝城
USAAP0123000,standard_air,布雷迪
DEU000011000,standard_air,巴尔特
IND000BBI000,standard_air,布巴内斯瓦尔
DEU000012000,standard_air,比特堡
BWA000002000,standard_air,卡萨内
IRN000007000,standard_air,巴博尔萨
MYS000008000,standard_air,巴里奥
SOM000002000,standard_air,柏培拉 
GBR000014000,standard_air,本布里奇
ATG000001000,standard_air,巴布达
GBR000015000,standard_air,布莱克布什
USAAP0124000,standard_air,布罗肯鲍
CAF000001000,standard_air,班巴里
USAAP0125000,standard_air,布莱克斯堡
USAAP0126000,standard_air,贝尔克里克
PHL000006000,standard_air,巴科洛德
USAAP0127000,standard_air,布里斯
CAF000002000,standard_air,布卡
GUY000001000,standard_air,贝米齐
IDN000019000,standard_air,巴务查务
AUS000027000,standard_air,巴卡尔丁
USAAP0128000,standard_air,巴卡格兰德
AUS000028000,standard_air,博尔瓦拉
CRI000001000,standard_air,巴拉哥劳拉多
ROU0000BA000,standard_air,巴克乌
ETH000009000,standard_air,金卡
PNG000024000,standard_air,班布
LBY000004000,standard_air,布拉茨克
BRA000023000,standard_air,博卡－杜阿克里
USAAP0129000,standard_air,贝拉查瑟
USAAP0130000,standard_air,博卡－拉顿
NGA000004000,standard_air,包齐
MOZ000003000,standard_air,本格拉岛
RUS000013000,standard_air,别洛列茨克
ETH000010000,standard_air,布尔奇
AUS000029000,standard_air,比克顿岛
AUS000030000,standard_air,邦达伯格
BRA000024000,standard_air,巴拉－杜科尔
AUS000031000,standard_air,巴都岛
USAAP0131000,standard_air,包德特
USA0PABFD000,standard_air,布拉德福德
USAAP0132000,standard_air,布兰丁
IRN000008000,standard_air,林格港
SYC000001000,standard_air,伯德岛
IDN000020000,standard_air,班贾尔马辛
TUR000010000,standard_air,班德尔马
PAK000002000,standard_air,伯丁
NPL000001000,standard_air,帕格尔布尔
USA0CTBDR000,standard_air,布里奇波特
ITA000BDS000,standard_air,布林迪西
NOR000028000,standard_air,巴尔杜福斯
AUS000032000,standard_air,贝德福德当斯
USAAP0133000,standard_air,布罗德斯
USAAP0134000,standard_air,班登
PNG000025000,standard_air,拜因多恩
PNG000026000,standard_air,贝莱纳
GBR000016000,standard_air,本贝库拉
USAAP0135000,standard_air,贝德福德
AUS000033000,standard_air,比格尔贝
USAAP0136000,standard_air,本顿港
LBN0000BI000,standard_air,贝卡
IDN000021000,standard_air,贝劳
IND000014000,standard_air,巴莱里
CAF000003000,standard_air,博森贝莫
IND000015000,standard_air,贝拉里
GBR000017000,standard_air,贝里圣埃德蒙兹
USAAP0137000,standard_air,贝瑟尔
AUS000034000,standard_air,贝杜里
ISR000BEV000,standard_air,贝尔谢巴
MOZ000004000,standard_air,贝拉
GBR000018000,standard_air,本森
KIR000001000,standard_air,贝鲁
PRY000002000,standard_air,内格拉港
AUS000035000,standard_air,布卢姆菲尔德
DEU000013000,standard_air,布勒费尔德
USAAP0138000,standard_air,斯科茨布拉夫
USAAP0139000,standard_air,布尔弗洛格巴辛
ZAF000BFN000,standard_air,布隆方丹
USAAP0140000,standard_air,比弗福尔斯
PAN000002000,standard_air,巴依亚 比纳
USAAP0141000,standard_air,博福尔
THA000031000,standard_air,武里南
CMR000002000,standard_air,巴富萨姆
COL000012000,standard_air,布卡拉曼加
GAB000004000,standard_air,博韦
PRT000004000,standard_air,布拉干萨
USAAP0142000,standard_air,博格
USAAP0143000,standard_air,班布里奇
CAF000004000,standard_air,班吉
MRT000002000,standard_air,博盖
ISL000001000,standard_air,博加福约杜尔－伊斯特里
BLZ000001000,standard_air,比格克里克
NPL000002000,standard_air,巴格隆
USAAP0144000,standard_air,宾厄姆顿
DEU000014000,standard_air,布鲁伊根
GAB000005000,standard_air,邦戈
USAAP0145000,standard_air,比格莱克
USAAP0146000,standard_air,巴格达
CAF000005000,standard_air,班加索
BRA000025000,standard_air,本图贡萨尔维斯
BRA000026000,standard_air,巴热
ECU000003000,standard_air,卡拉克斯港
USAAP0147000,standard_air,巴港
USAAP0148000,standard_air,普尔班
NZL000010000,standard_air,布连海姆
COL000013000,standard_air,库皮卡港
HND000001000,standard_air,布鲁斯拉古纳
SAU000004000,standard_air,比沙
ARG000BHI000,standard_air,布兰卡港
IND000016000,standard_air,普杰
UZB0000BU000,standard_air,布哈拉
MEX000007000,standard_air,巴海安吉尔斯
YEM000001000,standard_air,拜汉
IND000BHO000,standard_air,博帕尔
NPL000003000,standard_air,博基布尔
AUS000036000,standard_air,布朗肯山
NPL000004000,standard_air,珀勒德布尔
AUS000037000,standard_air,巴瑟斯特
AUS000038000,standard_air,布赖顿当斯
IND000017000,standard_air,包纳加尔
PAK000003000,standard_air,巴哈瓦尔布尔
BRA000027000,standard_air,贝洛奥里藏特
SOM000003000,standard_air,拜多阿
USAAP0149000,standard_air,布洛克岛
USAAP0150000,standard_air,比阿特丽斯
USAAP0151000,standard_air,大德尔塔
USAAP0152000,standard_air,毕晓普
MHL000002000,standard_air,比基尼
PNG000027000,standard_air,比里奥
IDN000022000,standard_air,毕阿克
BHS000005000,standard_air,比米尼群岛
AUS000039000,standard_air,布林巴
NPL000005000,standard_air,比拉德纳格尔
USA0NDBIS000,standard_air,俾斯麦
NPL000006000,standard_air,拜塔蒂
ISL000002000,standard_air,比尔都达勒尔
CAF000006000,standard_air,布里亚
AUS000040000,standard_air,比里路那
USA0MSBIX000,standard_air,比洛克西
ZAF000003000,standard_air,毕晓
PNG000028000,standard_air,比明
DZA000BJA000,standard_air,贝贾亚
IRN000009000,standard_air,博季诺德
ISL000003000,standard_air,巴卡夫约多尔 
NOR000029000,standard_air,伯茨菲尤尔
IDN000023000,standard_air,博拉恩
NPL000007000,standard_air,巴章
USAAP0153000,standard_air,伯米吉
IDN000024000,standard_air,本基纳
MOZ000005000,standard_air,巴扬内
BOL000002000,standard_air,贝尔梅霍
BRA000028000,standard_air,布拉干萨－保利斯塔
ETH000011000,standard_air,巴赫达尔
NPL000008000,standard_air,巴茹拉
IDN000025000,standard_air,巴贾瓦
MEX000LEN000,standard_air,莱昂
ESP000BJZ000,standard_air,巴达霍斯
IND000018000,standard_air,比卡内尔
